ob_time,id,id_type,met_domain_name,version_num,src_id,rec_st_ind,wind_speed_unit_id,src_opr_type,wind_direction,wind_speed,prst_wx_id,past_wx_id_1,past_wx_id_2,cld_ttl_amt_id,low_cld_type_id,med_cld_type_id,hi_cld_type_id,cld_base_amt_id,cld_base_ht,visibility,msl_pressure,cld_amt_id_1,cloud_type_id_1,cld_base_ht_id_1,cld_amt_id_2,cloud_type_id_2,cld_base_ht_id_2,cld_amt_id_3,cloud_type_id_3,cld_base_ht_id_3,cld_amt_id_4,cloud_type_id_4,cld_base_ht_id_4,vert_vsby,air_temperature,dewpoint,wetb_temp,rltv_hum,stn_pres,alt_pres,ground_state_id,q10mnt_mxgst_spd,cavok_flag,cs_hr_sun_dur,wmo_hr_sun_dur,snow_depth,wind_direction_q,wind_speed_q,prst_wx_id_q,past_wx_id_1_q,past_wx_id_2_q,cld_ttl_amt_id_q,low_cld_type_id_q,med_cld_type_id_q,hi_cld_type_id_q,cld_base_amt_id_q,cld_base_ht_q,visibility_q,msl_pressure_q,air_temperature_q,dewpoint_q,wetb_temp_q,ground_state_id_q,cld_amt_id_1_q,cloud_type_id_1_q,cld_base_ht_id_1_q,cld_amt_id_2_q,cloud_type_id_2_q,cld_base_ht_id_2_q,cld_amt_id_3_q,cloud_type_id_3_q,cld_base_ht_id_3_q,cld_amt_id_4_q,cloud_type_id_4_q,cld_base_ht_id_4_q,vert_vsby_q,stn_pres_q,alt_pres_q,q10mnt_mxgst_spd_q,cs_hr_sun_dur_q,wmo_hr_sun_dur_q,snow_depth_q,wind_direction_j,wind_speed_j,prst_wx_id_j,past_wx_id_1_j,past_wx_id_2_j,cld_amt_id_j,cld_ht_j,visibility_j,msl_pressure_j,air_temperature_j,dewpoint_j,wetb_temp_j,rltv_hum_j,vert_vsby_j,stn_pres_j,alt_pres_j,q10mnt_mxgst_spd_j,meto_stmp_time,midas_stmp_etime,drv_hr_sun_dur,drv_hr_sun_dur_q
01/01/2015 00:00,3772,WMO,SYNOP,1,708,1011,4,5,200,9,NA,NA,NA,7,NA,NA,NA,NA,30,1100,1032.8,7,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.7,4.1,85.3,1029.7,1033,NA,NA,8,NA,NA,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,31/12/2014 23:51,0,0,1
01/01/2015 01:00,3772,WMO,SYNOP,1,708,1011,4,5,200,9,NA,NA,NA,8,NA,NA,NA,NA,30,1000,1032.3,8,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3,4.4,85.6,1029.1,1032,NA,NA,8,NA,0,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 00:51,0,0,1
01/01/2015 02:00,3772,WMO,SYNOP,1,708,1011,4,5,180,7,NA,NA,NA,8,NA,NA,NA,NA,30,1000,1031.3,8,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,3.9,5,87.5,1028.2,1031,NA,NA,8,NA,0,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 01:52,0,0,1
01/01/2015 03:00,3772,WMO,SYNOP,1,708,1011,4,7,190,8,4,NA,NA,7,NA,NA,NA,NA,60,1000,1031.8,7,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.4,5.3,89.1,1028.6,1032,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 02:51,0,0,1
01/01/2015 04:00,3772,WMO,SYNOP,1,708,1011,4,5,180,8,NA,NA,NA,7,NA,NA,NA,NA,30,1100,1031.4,6,NA,57,4,NA,150,NA,NA,NA,NA,NA,NA,NA,6.5,5.2,5.9,90.9,1028.2,1031,NA,NA,8,NA,0,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 03:52,0,0,1
01/01/2015 05:00,3772,WMO,SYNOP,1,708,1011,4,5,200,9,NA,NA,NA,7,NA,NA,NA,NA,30,1100,1030.2,7,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,6.3,7.2,89.9,1027.1,1030,NA,NA,8,NA,0,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 04:51,0,0,1
01/01/2015 06:00,3772,WMO,SYNOP,1,708,1011,4,5,200,11,NA,NA,NA,8,NA,NA,NA,NA,30,1100,1030.1,7,NA,30,5,NA,69,NA,NA,NA,NA,NA,NA,NA,8,6.4,7.3,89.9,1027,1030,NA,NA,8,NA,0,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 05:52,0,0,1
01/01/2015 07:00,3772,WMO,SYNOP,1,708,1011,4,5,200,11,NA,NA,NA,8,NA,NA,NA,NA,20,1000,1029.9,8,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.6,7.6,88.7,1026.8,1030,NA,NA,8,NA,0,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 06:52,0,0,1
01/01/2015 08:00,3772,WMO,SYNOP,1,708,1011,4,7,200,11,4,NA,NA,8,NA,NA,NA,NA,20,800,1029.9,8,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,7,7.7,90,1026.8,1030,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 07:51,0,0,1
01/01/2015 09:00,3772,WMO,SYNOP,1,708,1011,4,7,180,11,4,NA,NA,8,NA,NA,NA,NA,20,900,1029.9,8,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.9,7.7,90,1026.8,1030,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2015 08:54,0,0.1,1
