ob_time,id,id_type,met_domain_name,version_num,src_id,rec_st_ind,wind_speed_unit_id,src_opr_type,wind_direction,wind_speed,prst_wx_id,past_wx_id_1,past_wx_id_2,cld_ttl_amt_id,low_cld_type_id,med_cld_type_id,hi_cld_type_id,cld_base_amt_id,cld_base_ht,visibility,msl_pressure,cld_amt_id_1,cloud_type_id_1,cld_base_ht_id_1,cld_amt_id_2,cloud_type_id_2,cld_base_ht_id_2,cld_amt_id_3,cloud_type_id_3,cld_base_ht_id_3,cld_amt_id_4,cloud_type_id_4,cld_base_ht_id_4,vert_vsby,air_temperature,dewpoint,wetb_temp,rltv_hum,stn_pres,alt_pres,ground_state_id,q10mnt_mxgst_spd,cavok_flag,cs_hr_sun_dur,wmo_hr_sun_dur,snow_depth,wind_direction_q,wind_speed_q,prst_wx_id_q,past_wx_id_1_q,past_wx_id_2_q,cld_ttl_amt_id_q,low_cld_type_id_q,med_cld_type_id_q,hi_cld_type_id_q,cld_base_amt_id_q,cld_base_ht_q,visibility_q,msl_pressure_q,air_temperature_q,dewpoint_q,wetb_temp_q,ground_state_id_q,cld_amt_id_1_q,cloud_type_id_1_q,cld_base_ht_id_1_q,cld_amt_id_2_q,cloud_type_id_2_q,cld_base_ht_id_2_q,cld_amt_id_3_q,cloud_type_id_3_q,cld_base_ht_id_3_q,cld_amt_id_4_q,cloud_type_id_4_q,cld_base_ht_id_4_q,vert_vsby_q,stn_pres_q,alt_pres_q,q10mnt_mxgst_spd_q,cs_hr_sun_dur_q,wmo_hr_sun_dur_q,snow_depth_q,wind_direction_j,wind_speed_j,prst_wx_id_j,past_wx_id_1_j,past_wx_id_2_j,cld_amt_id_j,cld_ht_j,visibility_j,msl_pressure_j,air_temperature_j,dewpoint_j,wetb_temp_j,rltv_hum_j,vert_vsby_j,stn_pres_j,alt_pres_j,q10mnt_mxgst_spd_j,meto_stmp_time,midas_stmp_etime,drv_hr_sun_dur,drv_hr_sun_dur_q
01/01/2017 00:00,3772,WMO,SYNOP,1,708,1011,4,7,200,10,4,NA,NA,7,NA,NA,NA,NA,100,900,1024.1,7,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,5.2,6,89.4,1020.9,1024,NA,NA,8,NA,NA,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,31/12/2016 23:57,0,0,101
01/01/2017 01:00,3772,WMO,SYNOP,1,708,1011,4,7,210,7,4,NA,NA,7,NA,NA,NA,NA,30,600,1022.7,1,NA,30,4,NA,111,7,NA,126,NA,NA,NA,NA,6.2,5.1,5.7,92.3,1019.6,1023,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,6,NA,6,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 00:52,0,0,101
01/01/2017 02:00,3772,WMO,SYNOP,1,708,1011,4,7,210,9,51,NA,NA,8,NA,NA,NA,NA,20,500,1021.9,1,NA,27,4,NA,63,5,NA,111,NA,NA,NA,NA,6,4.9,5.5,92.2,1018.7,1022,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,6,NA,6,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 01:52,0,0,101
01/01/2017 03:00,3772,WMO,SYNOP,1,708,1011,4,7,200,7,61,NA,NA,8,NA,NA,NA,NA,60,600,1020.7,1,NA,87,7,NA,135,NA,NA,NA,NA,NA,NA,NA,5.7,4.8,5.3,93.7,1017.6,1020,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 02:52,0,0,101
01/01/2017 04:00,3772,WMO,SYNOP,1,708,1011,4,7,210,8,81,NA,NA,8,NA,NA,NA,NA,100,600,1019.6,6,NA,114,5,NA,150,NA,NA,NA,NA,NA,NA,NA,5.6,4.5,5.1,92.1,1016.5,1019,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 03:52,0,0,101
01/01/2017 05:00,3772,WMO,SYNOP,1,708,1011,4,7,180,5,81,NA,NA,8,NA,NA,NA,NA,100,600,1018.5,7,NA,123,3,NA,150,NA,NA,NA,NA,NA,NA,NA,5.5,4.6,5.1,93.7,1015.4,1018,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 04:57,0,0,101
01/01/2017 06:00,3772,WMO,SYNOP,1,708,1011,4,7,210,6,23,NA,NA,8,NA,NA,NA,NA,30,600,1017.8,4,NA,30,7,NA,126,NA,NA,NA,NA,NA,NA,NA,5.9,5,5.5,93.6,1014.7,1018,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 05:53,0,0,101
01/01/2017 07:00,3772,WMO,SYNOP,1,708,1011,4,7,190,6,81,NA,NA,8,NA,NA,NA,NA,100,500,1017.1,8,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,5.5,6,93.8,1014,1017,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 06:53,0,0,101
01/01/2017 08:00,3772,WMO,SYNOP,1,708,1011,4,7,190,5,23,NA,NA,8,NA,NA,NA,NA,100,500,1016.3,1,NA,120,7,NA,135,NA,NA,NA,NA,NA,NA,NA,6.7,6,6.4,95.5,1013.3,1016,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 07:58,0,0,101
01/01/2017 09:00,3772,WMO,SYNOP,1,708,1011,4,7,180,6,23,NA,NA,7,NA,NA,NA,NA,200,600,1015.9,7,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,6.7,7,95.6,1012.9,1016,NA,NA,8,NA,0,NA,6,6,6,NA,NA,6,NA,NA,NA,NA,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,A,NA,NA,NA,NA,01/01/2017 09:01,0,0.1,101
